final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio,avg_turnover,total_turnover
1091010.4953556813,0.09101049535568118,0.012282994267719616,-0.022576913359433032,0.6708186924382982,0.5441,0.4751,0.5384615384615384,4.7354,5.5246,2,21.2,13,10.820998,-10.729987,-0.9223,0.000384,0.69061
